@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'this site is for programming questions. we\'re not general os tech support.',good
'using once per file is definitely better than calling once per line of input.',good
'technically this is a variant of a pivot query, and mysql doesn\'t support them. the workarounds get very ugly, very fast. if you only ever need to check for , then it\'s not totally horrible, but the workarounds can not handle .n arbitrary transformations. you\'re probably better off implementing the counting logic in client-side code, and just doing a conventional query.',good
'your question title talks about a cycle. there is no cycle here.',good
'it doesn\'t work is not a question. what have you tried to do to debug the problem? add some logging statements somewhere so you know what your code is doing.',good
'you may well not be able to send the email from another recipient. while technically you can set the from or reply-to headers to any value you want, your smtp provider gmail might see that as an attempt to be deceptive and might change the from header you have set. that\'s just speculation, but it would explain what you see.',good
'and start with understanding basic differences between server and client.',good
'what exactly do you think is wrong with the code that needs to be picked up by sa?',good
'something like that happened to me when i had plyr package loaded',good
'is a subset of , so every algorithm with a time complexity of also has a time complexity of .',good
'you forgot a quote somewhere.',good
'i want to be able to get a pointer that refers to the void foo method inside the a object you must understand that there is no such thing so you cannot get it. there is only one method in the memory that serves all objects of type class . that\'s why you must specify object to which you want to apply this method for example in the form - unless that method is static. to answer question how can we make a difference - method get\'s hidden parameter by which you know to what instance current call is made',good
'no, that\'d probably be the most efficient. just be careful, because you will be dealing with a string, and may run into trouble with other functions that expect text strings, not binary strings. e.g. something that mis-interprets a sequence of your bytes as a unicode multibyte character.',good
'i\'ve already used this method successfully to create a cache of random bytes to be used on demand.. it should work just fine.',good
'well if its working all right, what do you need help with? improvements? also can you double check the code that you\'ve posted in the question? i see infinite recursion.',good
'remove androidonclick attribute in xml and test it,',good
'are you sure you have more than file in the folder? if so, it will immediately end the do loop.',good
'that was it. thank you very much for your help and thank you for the great explanation. i am new to visual studio development.',good
'you posted just a few seconds before i figured it out and posted my own answer',good
'have a look on this answer',good
'how fast is x? we don\'t know, benchmark it and see.',good
'found this that indicates it might never be coming - connect.microsoft.comsqlserverfeedbackdetails',good
'you can\'t parse html with regex.',good
'thanks this will surely help i dont know a dumb bitch just rudely answered cuz he doesnt know but ur a good guy thanks a lot mate u made my day',bad
'stop wasting your time. downvote and move on.',bad
'wtf - why - fuckers?',bad
'you guys are literally idiots. okay i have two excel files. this isn\'t rocket science. and the way you use these two files is by copying them, and then pasting them in a different folder. then you change the name and enter the information into the files. what i want to know is if there is a way to make it that you must copy the file. that the file is read only until you copy and past it after which it becomes editable. why is that confusing or complicated?',bad
'community demands questions like this, it\'s the trolls and mindless inane rule followers who close them. if almost upvotes does not convince you, you\'re a moron. countless questions like this are upvoted to the moon but this does not matter - only the arbitrary rules and point trolls matter. trig - screw posting this on meta, whenever you bring something like this up you\'re gang-trolled and silenced. what\'s the point? meta is the so troll den! give the appeal to so help page authority logical fallacy a rest, please. the community has spoken.',bad
'it took me to an advertisement web. i gonna flag this as spam if you don\'t fixremove this soon.',bad
'dare to explain for downvote.u bastard',bad
'if you dont understand the question then you dont have any right to answer.',bad
'and another troll voted me down points.',bad
'idiots, where is the solution the guy advised me? i came here to pick it up and see some off-topic shit!',bad
'suck my dick yo reputation suckers. the question was created nicely and clearly',bad
'leave .net to be able to get answer from geeks who hate .net',bad
'piking a random crap from a ground and asking why is it tasting like a crap? c\'mon.',bad
'first off, don\'t you think i already know something is wrong with my code? why would i ask this question to start with if i didn\'t know there was a bug in my code. nd off what the hell are you talking about? linux? i\'m talking about html.',bad
'ill flag the damn prick to be banned for you tom, hopefully we can get this cleared up.',bad
'jquery sucks ass.',bad
'need, i got the sarcasm right away, and left up some more shit at that crap all the way.',bad
'ok - show us how to \'easily\' create the gui in the first link using absolute positioning. put your code where your claims are! moronic advice like this usually leads to ten more questions before the op finally realises just how unworkable it is - and in the meantime, people that recommend null layouts have crawled back under their rocks. down votes well earned.',bad
'what kinda smart ass remark is that?',bad
'-ii- i m not a php developer, i dont know about php, and i dont wanna know, just help the other and got error, so i ask u guys,dont make shit here, if u guys have no idea on my post, thx.',bad
'you spammers are real fukwits',bad
'children. enter your stupidity. press ctrl z then enter when finished.',bad
'this is entirely unrelated garbage with a spam link at the end. flag as spam.',bad
'i didn\'t downvote you. some jerk downvoted everything here.',bad
'if you have nothing good to say shut up .',bad
'what the hell is that bro haha',bad
'some idiots use to do that',bad
'it\'s actually explained, and seemed to help a lot of people already, troll away elsewhere vlad .',bad
'this answer is crap',bad
'this is bullshit for a site processing financial data .',bad
'if you downvoted then you must know the answer mustn\'t you? so enlighten us with your knowledge smartytwatpants.',bad
'wow, i see the poster won\'t accept a answer. i hate these people',bad
'it is the same concept you moron! it points him to a fundamental flaw in his code instead of just throwing the right code at him.',bad
'if you have nothing good to tell, shut up.',bad
'i would like to see the question in more general from. currently it sounds stupid and not useful to others. btw, you have bannded all my attempts to mapforeach the dictionary. i hate you for admitting the questions in the stupid, unreulsable form.',bad
'-li- don\'t you have any other works except writing fucking stupid comments if do not have an answer for a question just shut the fuck up and let others say their answers',bad
'your inability to read the guidelines of this site poses a question about your capability, don\'t you think?',bad
'well not perfectly clear, but i am sick of the close nazi\'s that patrol this site. how about helping a new user understand that their title is confusing? or proposing an edit?',bad
'are u kidding me, i was put on hold.most ppl really have so little to do that pick on us learning.wow do you thing thati m up at thistimebecause i m not willing to do the work? what is and isn t off topicis not that blackand white, but thanksi will never returntothis site.',bad
'wtf is that? ave you read the question at all, how it relates?',bad
'that guy you work with, tell him he\'s an idiot.',bad
'this is quite fucked up, can\'t we admit that ?',bad
'can you kindly stop demonstrating your stupidity and incompetence, please?',bad
'fuck so is retarded sometimes. what is the down vote for?',bad
'sorry, but this code is absolutely crap. i dont even know where to start here. start again from scratch and dont mix php js this way.',bad
'are you serious? this is borderline spam.',bad
'would the asshole that downvoted explain why at least?',bad
'i gave the earth to jehovah to create ok ,the book u can find is the begging of genesis,it tells u that in very few words how god first imaged man and the universe then turned the development over to jehovah who has been in a process of manifestation for ages and eons . go study and find god on ur own all of u. u have no idea who i am or what i am on so all need to go back to school stop harassing me and stealing from me and trying to kill me if u do succed all will die but i will always be',bad
'you should be banned from so for posting this even if the site clearly says you can\'t post a jsfiddle without code you people alway find a way to post it',bad
'i bet all that is scibbled out is chris',bad
'- you are asking for free help and being kind of a dick about it to everyone who tries to help. telling people to read more carefully really means you should write your questions more clearly. also, see my answer, it\'s the best you\'',bad
'thanks for being a dick you know you were being one, c\'mon, and also i bet you dollars my solution is better than yours. i\'ll send you cash money if your approach is better.',bad
'and for the record, i said kind of a dick, which, again, you know you were being. just like i know i\'m being kind of an assface not letting this go.',bad
'what is your problem with me man? that is certainly not illegal, maybe facebook does not like it. but it is not illegal. i learn a lot every day on this page, from smarter people\'s knowledge. how the hell did you learn math in school. you asked the question, the teacher answered it, you analyzed the method, next time you could do it. if you don\'t want to help, that\'s fine just close this page and don\'t waste your time.',bad
'who the hell down voted??',bad
'have you read my question ? before you take mint to prove your nice point i said the simplest way so if any one has a simple way he came out with he should help and if you dont have any ides just watch other members they do or leave smart man',bad
'this question is spam. flag it as spam by clicking the flag link instead of voting to close!',bad
'what the hell are you doing?',bad
'blah blah blah..bur.i\'v got my answer u can vote for anything.',bad
'don\'t waste my time. i am not going to feed your ego. clearly said don\'t bother.',bad
'wtf are you doing ?',bad
'your such a shit.. how u even get that rep idiot.. you have no helping mentality.. gtfo in my post',bad
'he have screenshot for his moms pc',bad
'just shut up if you can\'t offer any constructive advice. question was answerable after edit and i mentioned in bold that this is non-standard.',bad
'i am sorry that my absurd note in which i point out that you are incorrect is without any merit since it contains links to exactly how you are incorrect. what ever bud. neg rep a correct and working answer all you want while ignoring the syntax from other so users and your own link. i\'m not going to argue with a troll.',bad
'lol. buddy, i\'m not the one that claims i don\'t need to read anything. hate all you want, but don\'t try to shift your trolliness on to me.',bad
'the asker is fully ignorant to user feedback, so definition of reason hardly applies here.',bad
'you should read what i wrote. again and again. and please stop trolling, people on so are pretty quick to delete if you start trolling like that, take your anger to some forum of sorts',bad
'don\'t listen to ? ? he is trolling me',bad
'? ? that is trolling',bad
'surely this is against stack overflows policies, you\'re a moderator, you should know better than to troll a user!',bad
'wow, i havent expected the author himself to answer this.',bad
'shut up you autistic fuck',bad
'you all idiots ,fixed my own hehe',bad
'only a moronic would downvote this question. don\'t be a coward and speak up!',bad
'i don\'t care how you new you are whatever you\'re doing, whoever you are, and no matter how experienced you are, perform some research and engage your brain.',bad
'i voted to close as off-topic, you suck!',bad
'impossible to answer without mcve. shut up!',bad
'if you didn\'t want to help, i respect your decision but trying to insult someone that is asking for some help just to find a place to start because they\'re a novice at programming, and have been presented with a problem that hasn\'t been covered after chapters of reading and studying doesn\'t make you look cool, it just makes you look stuck up and like an asshat.',bad
'so fuck you, fuck stackoverflow, and fuck your community, because programmers are pricks. i hope there is a time that you need help from someone on the technical side and they spit in your face and tell you this is off topic.',bad
'totally understand your action, op is being a dick so im ignoreing this one -',bad
'more applicable is plutonix a douche bag that only wants to follow and try to troll someone rather than actually help?',bad
'i always use the same argument. it\'s aweful that web, css, js is still so f bad. i think all the major companies do this intentionally to make life difficult and unproductive for developers. nothing ever behaves as one would expect. th',bad
'fuck you faggot. if you don\'t know shit no need to answer. you\'re confusing people idiot bitch motherfucker',bad
'asked the question just to answer it herself lol',bad
'also, spot being an annoying twitter troll with automatic tweets! get a proper job justsaying twittertroll ihatewhatthisworldhasbecome',bad
'unbelievable. a website with this reputation, and no one. no one, try to help me. clap clap. maybe there is some mistakes in my question, but you i am talking with who downvote enter here just to negativate my question, if you don\'t ant to help, why you don\'t keep the vote for yourself. now the question lose relevance and probably who knows the answer will not see this post!! clap clap for you guys !!',bad
'funny how when i asked a question previously, everyone got shitty i wasn\'t posting code to debug and wasn\'t utilizing the community correctly. then when i do post code to debug, people get shitty about that. i guess there\'s no pleasi',bad
'what a funny kid enjoy your stay here',bad
'looks like you are either you are a troll or you don\'t think!',bad
'and for the last time, stop crying, i said i have no more freaking intention of discussing this further yet you\'re pushing me like a child. i don\'t give a crap about this post, nor do i give a crap about what you think. so shut up and live your goddamn life and leave me alone if you\'re not a child.',bad
'and am sorry if you\'re butt hurt because you can\'t make a point.',bad
'more garbage to make idiots happy? yes, i recognize the so!',bad
'lol don\'t be butt hurt. you\'re the arrogant one here. this answer did answer his previous question before he edited his question and by the way your down vote doesn\'t hurt me. i\'ll leave it here for people to see how stupid you look.',bad
'didn\'t see that you wanted them dynamically loaded. and don\'t be such a dick about it, i know the answer to that question too but now i don\'t really feel like telling you.',bad
'fuck you all mother fuckers',bad
'shity community no encourgment just overrated slut community',bad
'slut community assholes mother fucker',bad
'- i know javascript. knowing what the function does is not relevant to the question. also, if you\'re offended by my language on the internet, feel free to suck my butt.',bad
'are you jealous halfer bz damiano provided me with a real answer which u couldn\'t? well fuck you then. you suck!',bad
'yes but i know for a fact, my answer is correct. go away troll.',bad
'thank you for these cheerful encouragement. p i\'ve work in the main files and now with deep breath it starts to work. i\'ve change files and most of problem are with ereg and mysql . and the fucking gay who have make it have make func',bad
'flagging as spam',bad
'wtf, every single stack overflow question is put on fucking hold. i\'m sick of this.',bad
'if you don\'t know then better don\'t answer it.',bad
'i hate people like you they just want say something.you can simply ignore',bad
'a coward? really. i had the question disassociated from my account because -- after i was extremely polite and thankful to you -- you were rude and abusive as you usually are and i lost interest in it. have you ever considered that having mucked around so for so many years and piled up rep doesn\'t give you a license to act like a dick?',bad
'yeah, well after question on my previous account i lost the privilege to post question, and not to be rude, but your comment is not any less of a pointless thing than my note.',bad
'lmfao the butthurt here from the so \'correctness\' crowd is palpable. they can\'t stand the idea of a correct answer being given to a question they disagree with.',bad
'penis is .cm',bad
'a slang word for an old man who has an aggressive attitude.',bad
'gotta love drive by down votes. especially from people too stupid to understand either the question or the answer.',bad
'fuck your ass bullshit crap',bad
'asshold fuck you nigga',bad
'delete my comment if your mom is prostitute.',bad
'this must be a troll post, right?',bad
'thank you ken white for being an upitty kunt. let me guess, youre a middle aged loser living in your moms basement sitting around dumping on those less smart than you on programming code since it is the only thing in the world you are good at. way to be ken, way to be',bad
'upvoted because roko c. buljan is a dick.',bad
'can someone do my homework for me? i honestly can\'t figure out if this is a troll. while homework-related questions aren\'t off topic per se, this question is far too broad. i hope it\'s also against your school\'s honor code, and many schools are aware of stack overflow. so watch out.',bad
'hi from iran! i\'m not new here. maybe if stackoverflow didn\'t limited me for asking questions i wouldn\'t have created a new account. bullshit!',bad
'i assume the idiot who downvoted this has a better solution.',bad
'i sweare i\'ll put q like this every day because mr one of the ods lie to me and fuck this site',bad
'anyone with half a brain and spends five minutes reading the documentation knows about parent paths and vs. , nothing to be proud of.',bad
'why the hell is this accepted',bad
'right, you are not here to do anything useful at all, you are here just to troll members. by the way, it\'s not you personal room okay? and if you think you represent anything by yourself, you should think twice, little boy. ctrlw awaits.',bad
'why are you asking why to disable ? he has need, no need to spam here with stupid comments.',bad
'and so you go downvote my answer out of spite. real mature. get a life.',bad
'no you are a parrot and an uneducated dumb one',bad
'wind your neck in, my apologies. fucking arsehole',bad
'f.u.c.k off u idiot..',bad
'hahahaha. go fuck yourself.',bad
'this is spam, it can bee seen when editing the post, please flag it as spam',bad
'which class do you want to remove, you have not specified which class to remove in that function, genius - i don\'t need to follow pointless links to the developers site to ask you what you want to do, sparky',bad
'- are you the retard that authored flowplayer? no, then don\'t say that is your damn code, hrundi',bad
'try to act cool, hm? idiot',bad
'dude you are an idiot i can just tell you this',bad
'i almost never contribute because of the absolute douche bags on this site, being one of them. the so-called link-only was a fucking url that is fake, and part of the answer to show a fucking url. grow a fucking dick and find a girlfriend',bad
'the link is a fake url you idiot',bad
'why exactly are people down-voting a working answer that\'s already produced by others in a similar fashion here? this is why i hate stack overflow. bunch of pricks.',bad
'and theres the trolling again.',bad
'strawman argument. yep - legit troll.',bad
'abe ja na chutiye',bad
'he tried it jerk, like a slap to the face huh?',bad
'- are you trying to give yourself an easy creds? that does not seem kosher.',bad
'quite fuked up ! what rake has to do with it ?',bad
'i swear to god kids these days won\'t read a single page of book and instead jump to stack overflow to get spoon fed',bad
'only the taliban think properties violate oop.',bad
'i believe i know them better than you. seems that you missed the keyword dynamically. read my question once againcarefully. the side note is not valid as it is generated by webpack. obviously you don\'t know.',bad
'you really don\'t get it. developers wanting to devlope admob will run into this problem before even writing their first line of code with admob so it suits. please go away from stackoverflow. people like you kill this platform just because you are having points, you think you are the king. maybe yahoo needs you. stackoverflow doesn\'t.',bad
'what a coward. question originator has now been changed to \'anon\'. i know you are, and it is still all over these comments.',bad
'ok so go some where else',bad
'you\'re a rude person.',bad
'personally it seems to me that you had no idea how to solve this problem and with javascript everything is simple.',bad
'we are not here to write your code. and not here to use google for you. keep your wisdom to yourself about other members, that is not welcome here.',bad
'why do you ppl have pain in your asses, why cant u just fuck off, fuck ur mummies bitches',bad
'man, are you drunk? whom i am down-vote? what question? when? wake up! before start offense and insult someone you must have proof and be not drunk! i suppose you do not deserve to be moderator. think about it.',bad
'some people just take your ignorance at what they master as a personal insult. programmers more than others. despite that i make sure to thank those who do answer me and be polite.',bad
'you\'re trolling me, aren\'t you? you say when i compare with arial, which arial are you talking about? what are you comparing with? stop telling non sense if you want help. do not waste the time of people who are willing to answer questions.',bad
'- wtf, have you ever heard of word concurrency? seriously.. go look it up before you suggest unsafe and silly things like you did.',bad
'fuck you fuck you',bad
'i was actually expecting a ban for the fuck you but i might be fast enough to delete the question before anyone notices.',bad
'you\'re all a bunch of fukin shit kunts.. i\'ll fukin kick ya fuck head in all of ya kunts.',bad
'what? a troll. it was a joke p',bad
'apple\'s fuck ups its not a bug its a feature, albeit a fucked up one',bad
'what the hell is win death? you can\'t win death, we\'re all gonna die',bad
'isnt it kind of a nazi attitude to critique me as a person and keep fluffing yourself out as an intellectual superior. screw your opinion anyway',bad
'uh, what? what the hell are you trying to do?',bad
'first off, if you don\'t want to answer a question, you don\'t have to. nobody is holding a gun to your head forcing you to act like a jerk. secondly, what makes you feel so entitled to remind me what i should read or not read? are you the ceo of this site? no, so chill out. finally, what makes you think this is homework? did you have an epiphany or a revelation? i don\'t think so. so sit down and know your place.',bad
'makes sense. i think i\'ll just suck it up and do that instead',bad
'off topic. i don\'t love being nitpicking but this question is too boring, i hate to find this kind of post when i come here for a teaser.',bad
'the hell is your problem? i said i was new at this.',bad
'thx for being a jerk',bad
'so, wtf is your question?',bad
'i\'m voting to close this question as off-topic because this is either a slightly lopsided attempt at a troll post, or something wildly stupid.',bad
'who the hell upvotes a question like this? its not even a question',bad
'hahaha, blame to question if you don\'t know the answer , maybe question will take one of us\' attention. dig for it and come back with the real answer, i\'m not that guy but you guys shouldn\'t discourage the people with your imag',bad
'well troll - it is enough that you managed to bite my click n drag to visit your scam page.',bad
'tom he was being as asshole to you, you are a nice man and a nice answer dont let him it get to you! thanks',bad
'i saw your comment about getting a fucking life and flagged it. dude don\'t go overboard. i sincerely tried helping you but you crapped on me. next time, learn to code and debug your own. don\'t rub me the wrong way or others for that matter.',bad
'can we flag this dude? he is a complete troll why do we even help him?',bad
'? is a beautiful troll',bad
'being an asshole is not useful.',bad
'rtfm means read the fucking manual.',bad
'you\'re trolling us now, right?',bad
'i\'m pretty sure they don\'t want to drive away clients already scared by all the crap they\'ve already served you.',bad
'that\'s nice. good luck with that. did you have a programming question? this site is for questions, not a place to dump your to-do list.',bad
'to the idiot who has down-voted my correct answer next time first try and then learn something -',bad
'please refresh before you speak up! also answer my comment. kindly open your eyes and see that it is opened!',bad
'whoever downvoted the post am gonna find you and am gonna kill you',bad
'wow you are rude. i tried to say that i wasn\'t the one who down vote you. seems like a school here.',bad
'are you serious its programming forum go to google and type your query.',bad
'dude if you can\'t help just don\'t comment',bad
'downvoted your answer because such answers do a disservice to the poster. the poster cannot read and understand the r documentation. he should either learn to do it, or his skill in r programming remain low. i is like a small kid who wants his mom to read him a book because he is too lazy to read it himself.',bad
'i have been reading plenty of books on c but i made one stupid mistake because i\'m tired, by the way only kids call people kids, don\'t be that guy',bad
'grab a book or basic tutorial. then get back to us.',bad
'i thought we were supposed to learn how to calculate triangle area\'s in middle school. apparently not.',bad
'you guys don\'t understand. i asked a question. i don\'t have any idea about that. either you guys help or ignore. don\'t act rude.',bad
'and how about copy-pasting my answer? you really think this question need more then one trivial answer?',bad
'oh god no, we absolutely do expect you to read them all, so yeah, please don\'t be so lazy.',bad
'that really wasn\'t needed dude. just ask the guy to indent his code.',bad
'if you don\'t have anything nice to say don\'t say anything at all.',bad
'this is the most unhelpful type of answer.',bad
'this is a poor answer, in fact i\'d go as far as to say it\'s not an answer at all.',bad
'at least the pebcac kinda troll p',bad
'please be nice.',bad
'please go back to java land and leave javascript to the people that know javascript - i wish i could downvote you a second time for that idiotic comment',bad
'rather than comment on the commenter with you obviously dont know c and snides like im very much aware that thers a lot of bad programers out there, better to focus on the commentpostanswer themselves. that is professional and this site has be nice policy.',bad
'well, in the end you just insulted, provoked and made ironies. and yet did not even care to explain why my op is weird. and with that you say you are not trolling and you claim that i, by asking a question and just reply',bad
'what an idiotic question. i\'ve already answered you. the standard isn\'t unix, it windows maggot. criminal maggot.',bad
'. fools seldom differ. i believe is the end of that quote',bad
'you people are so stuck up on this site. firstly, not everyone spends hours on this site a day. don\'t expect a newcomer to understand every single function of this website. second, i re-posted it because the first time i posted it i was up at am trying to figure it out because i was so lazy, and i thought it would have just been buried, so i posted it again mid-day. perhaps you could explain the rules to people instead of calling them lazy and not to waste peoples tie with crap on a help website.',bad
'if you are only a beginner, first read some books and documentation. then improve your english, because it is really bad don\'t want to insult you. then search in the english part of the net for the things i wrote before. and use your head',bad
'ghostcat, really lovely reply.. why do you even bother posting something that has no value at all? almost the same method i used in my other app but just with tokens in each string and it works perfectly. but, you are such smart boy, you have to insult newbies, i know',bad
'actually, so far, you\'ve proven to be the only one in this community unwilling to help. while i get that you may have a stick so far up your ass that everything has to be done exactly as someone wrote, i\'m not going to go through unne',bad
'now, seriously. this site is no forum and especially no forum for people who seem to haven\'t even done an online search on their topic.',bad
'sorry but this is a really silly question. are you seriously asking how to use in javascript? and such a massively long question - you could have found the answer for yourself ten times quicker if you just looked.',bad
'best to ignore him, all theory and no practise.',bad
'you can suck it, too. plus your downvotes mean nothing to me so feel free to downvote these nuts.',bad
'wtf. i spent like hours on this crap for nothing',bad
'i created a dummy account to upvote my answer because these question moderating idiots don\'t want to answer it but downvote it instead.',bad
'you really expect me to listen to someone who doesn\'t even know how inputoutput operands work? this is a serious question.',bad
'one of the edits mentions one of the bugs. please, for the love of god, stop it. this is the type of code that winds up ruining my monday mornings. please inform yourself',bad
'my crystal ball sees unemployment benefits in the future.',bad
'and this makes me sad that so many people have down-voted my question due to their half baked knowledge.',bad
'ben this question is off topic, please shut it down',bad
'please dont make the mistake of going into verbal battle against me if you\'re unarmed . just sayian, no offense at all.',bad
'didnt your moms birth the universe. kids today',bad
'you wouldnt understand what i am talking about then make us understand. don\'t bite the hand that feeds.',bad
'i dont think your thesis is good at all.',bad
'you gotta be a serious loser to down vote someone for asking a question..i could care less about my rank. just trying to get a question answered.',bad
'thats a silly thing to say.',bad
'do yourself an humanity a favor no offense',bad
'this guy came to down vote and that\'s all, he didn\'t provide anything but his negativity to this question.',bad
'which one has biggest community? maturity?',bad
'because someone has to clean up the garbage that people dump here.',bad
'you guys are dicks',bad
'this is awesome putting lipstick on a pig. . you don\'t get paid enough around here.',bad
'i\'ll do it my self if anyone not know then why r u writing comment fuck u',bad
'he called me stubborn. last time i saw that was an insult.',bad
'my eyes they burn',bad
'omg, this guy ! facepalm',bad
'i fck all of ur mothers pussy',bad
'wherever you got this recommendation, don\'t visit that website again.',bad
'thank you! feeling really angry at kendos datasource. pissing me off please give me some damn hints when the schema does not match.',bad
'wow. get me a rope for this mountain of code. i\'m afraid i\'ll fall!',bad
'you can spell it out for him if u want i\'m not interested in all that.. downvote me',bad
'so is like real life. many people prefer sticking to their prejudices instead of getting informed.',bad
'why don\'t you drink a coffee yourself?',bad
'confusing people with k rep for downvotes, just so things.',bad
'full of so many haters today! jeez, just trying to help a guy out',bad
'down down you go',bad
'so go learn up on basic concepts before you treat so like a tutorial site for day people on a topic.',bad
'i hate defacing o',bad
'you guys are fucking useless',bad
'you are obviously hitting a nerve - sign of a great question. nerds get a little too religious about their environments. blasphemy!',bad
'got my answer, harvey is an idiot.',bad
'since you have trouble searching, here you go mr. god in my world.',bad
'someone with k rep should know some questions aren\'t worth answering.',bad
'well, the so has gone to hell a long time ago. these days people downvote if they don\'t know the answer. if you ask dumb questions, then you get answers and upvotes.',bad
'for those who are wondering why the hell kebab?',bad
'boy? com on.haters gonna hate but this i am trying to get some help and you came here just to say what no one what\'s to read.',bad
'this community is so horrible right now.',bad
'do you really think this answer might help on a year old question?',bad
'asking for a proper guidance from some experienced fellas isn\'t any off topic or bad thing more over people here are busy deleting questions rather than answering them coz they know nothing other than flagging down voting, microsoft forum is a ton of times better than this shit overflow which contain some non worthy junks!!',bad
'the manual ref counting is needed to keep the list alive at least as long as the enumerator. you aren\'t stupid but you are stubborn. once you\'ve taken a view you refuse to change it. that\'s your big weakness.',bad
'if you\'re not going to add value to my topic why are you commenting ? just to waste your\'s and mine ? wtf s',bad
'idea don\'t try to build a skyscraper if you have no idea yet how to dig a hole for the basement. seriously if your knowledge of java is yet so beginner-level that you don\'t know what import statements are, and that you need a library backing them . then you are not up any advanced topics, such as trying to run vlcj in my own ui application or such things. you want to run, whilst you are not able to crawl as of now.',bad
'you are a idiot. i think you have some problem in english understanding. my question is in simple language. if you know the answer then tell me, otherwise fuck off. are you stack exchange employee, telling me the guidelines. do your business. stupid.',bad
'fuck off. do your business. you are donkey and idiot.',bad
'well thats a stupid answer. if you havent got a useful reply please dont comment',bad
'lol the retaliatory downvote on my completely unrelated question from months ago even though i didn\'t downvote your question.. grow up.',bad
'bit of an assholey downvote - who does that? shame on you for downvoting without providing a reason to support it. this question may be a hopeless case but the op is self-declared as an absolute beginner. you would turn them away? i\'m pretty sure they would struggle to better hone the question to be more precise than it already is. absolute douche-baggery.',bad
'thank you henry, i added -o receiveoverrideoptionsnoheaderbodychecks,nounknownrecipientchecks,nomilters in master.cf from your link and now there is dkim but the email is still marked as spam, grr, i\'ve u',bad
'dumb comment, you are an idiot. you don\'t know there\'s no shaders, and he does set the version so fuck off already cretin.',bad
'i think this is against best practices. wtf you set negative points to my question?',bad
'put on hold? even my account? you fucking wankers!',bad
'fucking less .',bad
'this is a garbage post. flag as rude or abusive to destroy it quickly without poorly seeding the spam detector see this meta answer.',bad
'my attitude? please don\'t embarrass yourself. i just said that i find other answers dirty and based on eyeballing which is never good. you\'re commenting on the answer being sarcastic at all, trying to defend your answer by all means, even though you know it\'s not good.',bad
'i thought this is a site to help each other out and introduce starting programmers. but well if you want to be a jerk do so',bad
'flagged as spam',bad
'why was this closed? again some superficial reasons from moderators who get off on their moderator priviliges.',bad
'some elitists jerks roam around and give -\'s to random people. that\'s what stackoverflow is all about these days. they don\'t even bother to type out what was worth a -.',bad
'these are an awful lot of basic problems for someone with so much rep. did you try debugging this yourself?',bad
'why is it getting downvoted? because stackoverflow is becoming the bastion of a bunch of elitists who scoff at your problems because they are beneath them. have an up vote.. it really is annoying.',bad
'thats because some asshole deleted the summary comment below sorry bout the crazy formatting. error is the database connector error for which there are five separate questions. clearly, it needs resolution. doing a blank install, should not cause immediate problems. most important thing to note rails dbconsole connects with existing database.yaml so something else is screwing up. prolly in the rails internal code.',bad
'shut the hell up',bad
'you have forgot c, python, c and brainfuck tags',bad
'we didn\'t sit here to click pics and check code. rubbish. also lot of answers given below.check them',bad
'why the hell did someone vote down my question? seriously crappy. so sorry, i\'m not as awesome as you, jerk.',bad
'sincerely, your comment is stupid. i am just asking for some help because i couldn\'t do this, like posting the code, it\'s written on the question, man. be kindle, don\'t be a stupid scumbag, please!',bad
'won\'t i repair my windows xp ?? fuck you all and fuck stackoverflow\'s owners, admins and all moderator y',bad
'been programming for years, been doing oo since delphi, i think i have a good idea about oo and who an idiot is. there is no lack of experience on my part',bad
'shut up your mouth idiot how do you know that tool is malware ??',bad
'cute how the massive amounts of so trolls always downvote everything - especially the things they dont understand',bad
'start by reading some basic tutorials. come back when you have code and a real question',bad
'bit of an assholey downvote - who does that?',bad
'excuse me but i don\'t want to get banned from this poisonous community because i still need answers.',bad
'holy crow these types of answers are horrific.',bad
'no offense, but maybe computer programming is not your thing.',bad
'you know you\'re asking us about local db type and remote ones, right? if you can\'t even figure that out, there\'s no way to answer it even if it wasn\'t unanswerably vague.',bad
'thanks so much jorg. i write the code from home for my business. sorry for being so silly. but since we\'re giving out advice, my advice to you is to work on your manners. i don\'t care what your score is on so, your arrogance is showing.',bad
'i, personally think you should not receive any help from the people here at so who devote their valuable time to help others. my reason? you haven\'t explained yourself properly and have a poor attitude.',bad
'don\'t worry though not gonna waste time on this question anymore',bad
'this answer really looks like spam.',bad
'you convinced me. john deserved the downvotes and i shouldn\'t have said anything in his defense. in fact, i should have humiliated him myself.',bad
'my god please stop thats decent annoying',bad
'i take it that the person who downvoted is just an idiot then.',bad
'idiot, how can you dare to complain me about the code if reformatting it will eliminate the issue? you won\'t spend time if issue is gone. but it won\'t help to explain it. i am asking those who will do it.',bad
'i know that idiot. read this',bad
'listen everyone who clicked minus, my mum has just told me you all must support iceland, shame on you all.',bad
'so haters gonna hate, people calm down, newbies doesn\'t know about anything.',bad
'why are you wasting your time here then. go find new post',bad
'no problem d. i\'ll delete the comment. i was just thinking, wtf is he drunk? xd..',bad
'for god sakes, first that\'s not a timer, but a fucking stopwatch. second, google it, you\'ll find it a zillion chance.',bad
'ok. hope you guys are happy for harming my rep. bye.',bad
'hey, watch the way you speak to me, asshole.',bad
'you mean the idiot before me, right? because he is the one that insulted me first.',bad
